date,hour,day_of_week,day_name,month,hospital,county,department,wait_time_mins,satisfaction_score,is_weekend
2023-03-29,12,2,Wednesday,3,Pumwani Maternity Hospital,Nairobi,General Surgery,132,3,0
2024-08-13,12,1,Tuesday,8,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,106,4,0
2023-03-20,8,0,Monday,3,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,3,0
2023-02-13,10,0,Monday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,213,3,0
2024-03-21,11,3,Thursday,3,Kenyatta National Hospital,Nairobi,General Surgery,172,1,0
2023-01-03,13,1,Tuesday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,109,3,0
2024-10-13,10,6,Sunday,10,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,54,4,1
2024-06-26,8,2,Wednesday,6,Moi Teaching & Referral Hospital,Eldoret,General Surgery,122,1,0
2023-08-30,10,2,Wednesday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,149,1,0
2023-11-26,10,6,Sunday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,9,5,1
2023-06-24,14,5,Saturday,6,Moi Teaching & Referral Hospital,Eldoret,Outpatient,51,5,1
2023-02-10,13,4,Friday,2,Kenyatta National Hospital,Nairobi,Pediatrics,98,2,0
2023-09-04,10,0,Monday,9,Coast General Hospital,Mombasa,General Surgery,210,2,0
2024-09-24,10,1,Tuesday,9,Kenyatta National Hospital,Nairobi,General Surgery,238,3,0
2024-06-22,9,5,Saturday,6,Kenyatta National Hospital,Nairobi,Outpatient,86,3,1
2023-02-18,17,5,Saturday,2,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,10,4,1
2024-07-23,16,1,Tuesday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,25,5,0
2024-10-21,9,0,Monday,10,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,200,1,0
2024-06-12,9,2,Wednesday,6,Pumwani Maternity Hospital,Nairobi,General Surgery,209,3,0
2023-03-07,10,1,Tuesday,3,Pumwani Maternity Hospital,Nairobi,Maternity,125,3,0
2023-03-09,8,3,Thursday,3,Moi Teaching & Referral Hospital,Eldoret,General Surgery,129,3,0
2023-10-30,14,0,Monday,10,Coast General Hospital,Mombasa,General Surgery,240,3,0
2024-11-16,13,5,Saturday,11,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,53,4,1
2023-06-12,7,0,Monday,6,Moi Teaching & Referral Hospital,Eldoret,Maternity,57,4,0
2024-06-25,11,1,Tuesday,6,Kenyatta National Hospital,Nairobi,Casualty/Emergency,19,5,0
2023-03-26,11,6,Sunday,3,Kenyatta National Hospital,Nairobi,Pediatrics,25,5,1
2024-10-08,10,1,Tuesday,10,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,107,3,0
2023-02-13,9,0,Monday,2,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,93,3,0
2024-07-10,13,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Maternity,50,5,0
2023-01-24,13,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,126,2,0
2024-02-26,14,0,Monday,2,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,251,3,0
2024-06-27,11,3,Thursday,6,Kenyatta National Hospital,Nairobi,Maternity,105,4,0
2023-04-22,10,5,Saturday,4,Coast General Hospital,Mombasa,General Surgery,59,5,1
2023-07-02,15,6,Sunday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,9,4,1
2024-04-21,13,6,Sunday,4,Kenyatta National Hospital,Nairobi,Casualty/Emergency,13,4,1
2023-10-24,13,1,Tuesday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,50,3,0
2023-07-29,16,5,Saturday,7,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,13,4,1
2024-06-22,9,5,Saturday,6,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,106,3,1
2023-08-16,15,2,Wednesday,8,Kenyatta National Hospital,Nairobi,Outpatient,88,2,0
2024-12-29,12,6,Sunday,12,Coast General Hospital,Mombasa,Pediatrics,15,4,1
2024-07-11,7,3,Thursday,7,Pumwani Maternity Hospital,Nairobi,Maternity,43,5,0
2023-04-04,13,1,Tuesday,4,Pumwani Maternity Hospital,Nairobi,Pediatrics,111,2,0
2023-05-18,10,3,Thursday,5,Mama Lucy Kibaki Hospital,Nairobi,Maternity,97,2,0
2024-02-21,15,2,Wednesday,2,Kenyatta National Hospital,Nairobi,Outpatient,71,4,0
2024-06-01,11,5,Saturday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,46,3,1
2024-04-17,17,2,Wednesday,4,Moi Teaching & Referral Hospital,Eldoret,General Surgery,68,4,0
2024-06-21,16,4,Friday,6,Kenyatta National Hospital,Nairobi,Maternity,56,3,0
2023-01-28,19,5,Saturday,1,Kenyatta National Hospital,Nairobi,General Surgery,30,3,1
2023-12-09,14,5,Saturday,12,Kenyatta National Hospital,Nairobi,General Surgery,60,2,1
2024-09-03,11,1,Tuesday,9,Kenyatta National Hospital,Nairobi,Maternity,95,4,0
2024-01-22,10,0,Monday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,120,3,0
2023-10-18,15,2,Wednesday,10,Coast General Hospital,Mombasa,Outpatient,82,4,0
2024-03-01,16,4,Friday,3,Coast General Hospital,Mombasa,Maternity,42,4,0
2024-01-12,12,4,Friday,1,Mama Lucy Kibaki Hospital,Nairobi,Maternity,150,1,0
2023-03-20,10,0,Monday,3,Kenyatta National Hospital,Nairobi,Outpatient,240,3,0
2024-10-16,14,2,Wednesday,10,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,119,4,0
2023-10-27,9,4,Friday,10,Moi Teaching & Referral Hospital,Eldoret,General Surgery,274,2,0
2023-12-18,15,0,Monday,12,Coast General Hospital,Mombasa,Maternity,108,3,0
2023-07-19,9,2,Wednesday,7,Pumwani Maternity Hospital,Nairobi,Maternity,112,4,0
2024-09-08,11,6,Sunday,9,Kenyatta National Hospital,Nairobi,Maternity,26,5,1
2023-10-09,10,0,Monday,10,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,1,0
2023-09-19,17,1,Tuesday,9,Mama Lucy Kibaki Hospital,Nairobi,Maternity,44,5,0
2024-07-02,10,1,Tuesday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,58,5,0
2023-01-22,14,6,Sunday,1,Mama Lucy Kibaki Hospital,Nairobi,Maternity,14,5,1
2024-02-09,11,4,Friday,2,Kenyatta National Hospital,Nairobi,General Surgery,228,3,0
2023-04-09,8,6,Sunday,4,Pumwani Maternity Hospital,Nairobi,Pediatrics,34,3,1
2023-02-13,17,0,Monday,2,Kenyatta National Hospital,Nairobi,General Surgery,94,2,0
2024-01-05,10,4,Friday,1,Coast General Hospital,Mombasa,Outpatient,240,1,0
2024-01-31,8,2,Wednesday,1,Moi Teaching & Referral Hospital,Eldoret,Outpatient,155,2,0
2023-08-06,8,6,Sunday,8,Pumwani Maternity Hospital,Nairobi,Maternity,15,5,1
2023-12-15,10,4,Friday,12,Moi Teaching & Referral Hospital,Eldoret,General Surgery,189,3,0
2023-07-07,11,4,Friday,7,Kenyatta National Hospital,Nairobi,Pediatrics,124,3,0
2024-05-11,10,5,Saturday,5,Coast General Hospital,Mombasa,Maternity,51,5,1
2023-08-04,19,4,Friday,8,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,8,4,0
2023-04-29,9,5,Saturday,4,Coast General Hospital,Mombasa,Outpatient,113,4,1
2024-04-03,14,2,Wednesday,4,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,37,3,0
2024-05-03,15,4,Friday,5,Coast General Hospital,Mombasa,General Surgery,151,1,0
2024-02-22,7,3,Thursday,2,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,11,4,0
2023-02-24,8,4,Friday,2,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,87,4,0
2024-12-11,7,2,Wednesday,12,Kenyatta National Hospital,Nairobi,General Surgery,62,3,0
2024-08-01,12,3,Thursday,8,Kenyatta National Hospital,Nairobi,Casualty/Emergency,13,5,0
2024-08-10,9,5,Saturday,8,Kenyatta National Hospital,Nairobi,Pediatrics,88,3,1
2024-08-19,15,0,Monday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,178,3,0
2024-08-09,13,4,Friday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,300,3,0
2024-01-20,16,5,Saturday,1,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,73,4,1
2024-09-11,14,2,Wednesday,9,Moi Teaching & Referral Hospital,Eldoret,Outpatient,81,4,0
2023-10-30,8,0,Monday,10,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,278,2,0
2024-10-14,17,0,Monday,10,Pumwani Maternity Hospital,Nairobi,Maternity,65,3,0
2024-08-01,8,3,Thursday,8,Kenyatta National Hospital,Nairobi,General Surgery,261,2,0
2024-08-06,13,1,Tuesday,8,Pumwani Maternity Hospital,Nairobi,Maternity,46,3,0
2023-04-21,9,4,Friday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,38,3,0
2024-03-16,10,5,Saturday,3,Coast General Hospital,Mombasa,Outpatient,57,4,1
2024-09-29,13,6,Sunday,9,Coast General Hospital,Mombasa,Pediatrics,28,4,1
2024-02-12,13,0,Monday,2,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,186,1,0
2024-10-19,11,5,Saturday,10,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,29,4,1
2024-06-16,12,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,4,1
2024-10-27,9,6,Sunday,10,Coast General Hospital,Mombasa,Maternity,10,4,1
2023-10-19,15,3,Thursday,10,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,88,4,0
2023-05-01,18,0,Monday,5,Coast General Hospital,Mombasa,General Surgery,43,4,0
2023-12-16,7,5,Saturday,12,Pumwani Maternity Hospital,Nairobi,Pediatrics,15,5,1
2024-07-11,13,3,Thursday,7,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,47,3,0
2024-07-17,10,2,Wednesday,7,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,57,4,0
2024-10-07,8,0,Monday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,208,3,0
2024-05-08,15,2,Wednesday,5,Kenyatta National Hospital,Nairobi,Maternity,40,3,0
2024-06-25,10,1,Tuesday,6,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,158,2,0
2023-07-16,14,6,Sunday,7,Moi Teaching & Referral Hospital,Eldoret,General Surgery,30,3,1
2023-09-04,12,0,Monday,9,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,128,2,0
2024-10-03,16,3,Thursday,10,Kenyatta National Hospital,Nairobi,Maternity,33,4,0
2023-08-18,6,4,Friday,8,Coast General Hospital,Mombasa,Pediatrics,24,5,0
2024-02-03,8,5,Saturday,2,Kenyatta National Hospital,Nairobi,Outpatient,71,3,1
2024-05-30,9,3,Thursday,5,Kenyatta National Hospital,Nairobi,Maternity,113,4,0
2023-12-09,15,5,Saturday,12,Kenyatta National Hospital,Nairobi,Outpatient,29,4,1
2024-01-20,12,5,Saturday,1,Coast General Hospital,Mombasa,Casualty/Emergency,17,4,1
2023-10-28,13,5,Saturday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,7,4,1
2024-04-09,10,1,Tuesday,4,Pumwani Maternity Hospital,Nairobi,General Surgery,233,1,0
2024-08-19,17,0,Monday,8,Moi Teaching & Referral Hospital,Eldoret,Maternity,72,2,0
2024-01-13,9,5,Saturday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,17,4,1
2024-05-22,11,2,Wednesday,5,Coast General Hospital,Mombasa,Casualty/Emergency,31,4,0
2023-06-16,7,4,Friday,6,Moi Teaching & Referral Hospital,Eldoret,Maternity,50,5,0
2024-02-17,14,5,Saturday,2,Moi Teaching & Referral Hospital,Eldoret,Maternity,47,5,1
2023-05-21,10,6,Sunday,5,Coast General Hospital,Mombasa,Outpatient,30,5,1
2024-05-18,14,5,Saturday,5,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,34,3,1
2023-06-14,12,2,Wednesday,6,Coast General Hospital,Mombasa,Outpatient,33,4,0
2023-01-24,10,1,Tuesday,1,Coast General Hospital,Mombasa,General Surgery,228,2,0
2023-03-10,18,4,Friday,3,Pumwani Maternity Hospital,Nairobi,Maternity,37,4,0
2023-08-26,8,5,Saturday,8,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,27,5,1
2023-06-25,9,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Outpatient,40,4,1
2024-07-11,17,3,Thursday,7,Moi Teaching & Referral Hospital,Eldoret,Outpatient,49,3,0
2023-06-18,13,6,Sunday,6,Kenyatta National Hospital,Nairobi,General Surgery,38,3,1
2023-01-01,10,6,Sunday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,22,4,1
2024-06-09,18,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,10,5,1
2024-05-22,12,2,Wednesday,5,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,72,2,0
2023-07-14,9,4,Friday,7,Kenyatta National Hospital,Nairobi,General Surgery,289,2,0
2023-11-11,9,5,Saturday,11,Kenyatta National Hospital,Nairobi,Maternity,38,5,1
2023-11-27,7,0,Monday,11,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,46,5,0
2023-02-14,18,1,Tuesday,2,Kenyatta National Hospital,Nairobi,Pediatrics,30,4,0
2023-10-19,19,3,Thursday,10,Pumwani Maternity Hospital,Nairobi,Pediatrics,15,4,0
2024-11-29,9,4,Friday,11,Kenyatta National Hospital,Nairobi,Pediatrics,200,2,0
2024-07-01,8,0,Monday,7,Pumwani Maternity Hospital,Nairobi,Pediatrics,153,3,0
2024-05-26,13,6,Sunday,5,Pumwani Maternity Hospital,Nairobi,Maternity,14,4,1
2023-01-15,15,6,Sunday,1,Kenyatta National Hospital,Nairobi,Pediatrics,15,4,1
2023-04-15,13,5,Saturday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,36,4,1
2023-06-25,12,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,23,5,1
2023-08-28,14,0,Monday,8,Pumwani Maternity Hospital,Nairobi,General Surgery,103,2,0
2023-04-28,15,4,Friday,4,Pumwani Maternity Hospital,Nairobi,General Surgery,94,4,0
2023-11-23,10,3,Thursday,11,Mama Lucy Kibaki Hospital,Nairobi,Maternity,35,5,0
2024-04-05,17,4,Friday,4,Kenyatta National Hospital,Nairobi,Pediatrics,49,5,0
2024-08-25,12,6,Sunday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,19,4,1
2024-04-09,11,1,Tuesday,4,Kenyatta National Hospital,Nairobi,Pediatrics,102,3,0
2023-08-30,16,2,Wednesday,8,Coast General Hospital,Mombasa,Maternity,24,4,0
2024-01-09,14,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,General Surgery,104,2,0
2023-03-28,13,1,Tuesday,3,Pumwani Maternity Hospital,Nairobi,Maternity,103,2,0
2024-10-06,10,6,Sunday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,29,5,1
2024-11-26,16,1,Tuesday,11,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,82,3,0
2024-07-06,19,5,Saturday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,5,5,1
2024-08-06,8,1,Tuesday,8,Kenyatta National Hospital,Nairobi,General Surgery,212,3,0
2023-06-28,8,2,Wednesday,6,Coast General Hospital,Mombasa,Maternity,100,3,0
2024-08-04,10,6,Sunday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,55,3,1
2024-07-24,12,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Maternity,47,4,0
2024-09-30,12,0,Monday,9,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,232,1,0
2023-06-12,8,0,Monday,6,Kenyatta National Hospital,Nairobi,Casualty/Emergency,77,2,0
2024-09-11,13,2,Wednesday,9,Pumwani Maternity Hospital,Nairobi,General Surgery,129,2,0
2024-09-04,14,2,Wednesday,9,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,103,3,0
2024-10-25,8,4,Friday,10,Coast General Hospital,Mombasa,Casualty/Emergency,63,4,0
2024-09-16,11,0,Monday,9,Kenyatta National Hospital,Nairobi,Outpatient,206,2,0
2023-12-22,11,4,Friday,12,Coast General Hospital,Mombasa,General Surgery,145,2,0
2023-02-06,13,0,Monday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,135,2,0
2023-07-03,9,0,Monday,7,Coast General Hospital,Mombasa,Pediatrics,131,2,0
2024-02-04,11,6,Sunday,2,Coast General Hospital,Mombasa,Maternity,10,4,1
2024-09-22,11,6,Sunday,9,Moi Teaching & Referral Hospital,Eldoret,Outpatient,20,4,1
2024-10-04,13,4,Friday,10,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,135,3,0
2024-06-28,11,4,Friday,6,Coast General Hospital,Mombasa,Maternity,75,4,0
2024-08-11,16,6,Sunday,8,Coast General Hospital,Mombasa,Pediatrics,15,4,1
2023-05-13,10,5,Saturday,5,Coast General Hospital,Mombasa,Maternity,48,4,1
2023-02-09,14,3,Thursday,2,Coast General Hospital,Mombasa,Casualty/Emergency,16,4,0
2024-02-13,13,1,Tuesday,2,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,63,2,0
2024-12-13,9,4,Friday,12,Kenyatta National Hospital,Nairobi,Casualty/Emergency,104,3,0
2024-01-26,14,4,Friday,1,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,80,4,0
2023-02-09,7,3,Thursday,2,Kenyatta National Hospital,Nairobi,Maternity,38,4,0
2024-07-08,9,0,Monday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,78,3,0
2023-09-15,9,4,Friday,9,Coast General Hospital,Mombasa,Pediatrics,185,2,0
2024-08-30,10,4,Friday,8,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,45,5,0
2023-10-29,9,6,Sunday,10,Pumwani Maternity Hospital,Nairobi,Maternity,12,5,1
2024-02-05,15,0,Monday,2,Pumwani Maternity Hospital,Nairobi,Maternity,82,4,0
2024-08-09,17,4,Friday,8,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,48,3,0
2023-09-24,8,6,Sunday,9,Mama Lucy Kibaki Hospital,Nairobi,Maternity,19,5,1
2024-05-09,9,3,Thursday,5,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,87,2,0
2024-08-12,9,0,Monday,8,Coast General Hospital,Mombasa,Maternity,158,3,0
2023-08-16,10,2,Wednesday,8,Coast General Hospital,Mombasa,Casualty/Emergency,49,3,0
2023-08-17,15,3,Thursday,8,Coast General Hospital,Mombasa,Outpatient,83,4,0
2024-12-28,10,5,Saturday,12,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,75,4,1
2024-05-16,11,3,Thursday,5,Moi Teaching & Referral Hospital,Eldoret,General Surgery,124,2,0
2023-01-17,12,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,59,4,0
2023-08-18,6,4,Friday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,3,0
2024-11-22,16,4,Friday,11,Coast General Hospital,Mombasa,Outpatient,99,2,0
2024-05-07,12,1,Tuesday,5,Pumwani Maternity Hospital,Nairobi,Outpatient,153,1,0
2024-06-18,15,1,Tuesday,6,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,149,1,0
2023-10-03,14,1,Tuesday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,44,3,0
2024-02-08,9,3,Thursday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,53,4,0
2023-04-21,10,4,Friday,4,Mama Lucy Kibaki Hospital,Nairobi,Maternity,166,1,0
2023-08-10,14,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,79,2,0
2024-03-05,11,1,Tuesday,3,Coast General Hospital,Mombasa,Outpatient,96,2,0
2024-03-12,11,1,Tuesday,3,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,119,2,0
2024-09-27,9,4,Friday,9,Pumwani Maternity Hospital,Nairobi,Outpatient,240,2,0
2023-03-31,7,4,Friday,3,Mama Lucy Kibaki Hospital,Nairobi,Maternity,51,4,0
2024-01-28,13,6,Sunday,1,Kenyatta National Hospital,Nairobi,General Surgery,30,5,1
2024-04-29,12,0,Monday,4,Coast General Hospital,Mombasa,Maternity,97,3,0
2023-01-07,9,5,Saturday,1,Pumwani Maternity Hospital,Nairobi,Maternity,44,5,1
2024-06-23,12,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,15,4,1
2023-05-21,17,6,Sunday,5,Coast General Hospital,Mombasa,Pediatrics,15,5,1
2023-03-01,17,2,Wednesday,3,Coast General Hospital,Mombasa,General Surgery,30,4,0
2024-04-05,12,4,Friday,4,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,74,2,0
2023-05-22,11,0,Monday,5,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,2,0
2024-11-16,9,5,Saturday,11,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,143,2,1
2024-01-08,14,0,Monday,1,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,198,2,0
2023-07-02,11,6,Sunday,7,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,37,3,1
2023-03-26,15,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,5,4,1
2023-05-20,17,5,Saturday,5,Kenyatta National Hospital,Nairobi,Outpatient,20,4,1
2023-06-09,15,4,Friday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,85,4,0
2024-10-24,16,3,Thursday,10,Kenyatta National Hospital,Nairobi,Maternity,59,3,0
2024-10-20,16,6,Sunday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,5,5,1
2023-03-12,9,6,Sunday,3,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,14,5,1
2023-02-04,11,5,Saturday,2,Moi Teaching & Referral Hospital,Eldoret,General Surgery,74,4,1
2023-07-06,13,3,Thursday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,26,5,0
2024-06-16,11,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,28,5,1
2023-05-28,11,6,Sunday,5,Pumwani Maternity Hospital,Nairobi,Pediatrics,19,5,1
2024-10-14,14,0,Monday,10,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,135,1,0
2023-01-07,8,5,Saturday,1,Coast General Hospital,Mombasa,Maternity,37,4,1
2023-10-22,9,6,Sunday,10,Kenyatta National Hospital,Nairobi,General Surgery,41,3,1
2023-06-27,13,1,Tuesday,6,Kenyatta National Hospital,Nairobi,Maternity,90,2,0
2023-03-06,8,0,Monday,3,Coast General Hospital,Mombasa,Maternity,134,3,0
2023-01-08,13,6,Sunday,1,Coast General Hospital,Mombasa,Outpatient,25,4,1
2024-01-22,14,0,Monday,1,Kenyatta National Hospital,Nairobi,General Surgery,180,1,0
2024-03-01,9,4,Friday,3,Pumwani Maternity Hospital,Nairobi,Maternity,157,3,0
2024-07-20,11,5,Saturday,7,Kenyatta National Hospital,Nairobi,General Surgery,116,2,1
2024-04-27,10,5,Saturday,4,Kenyatta National Hospital,Nairobi,Pediatrics,61,2,1
2023-07-05,16,2,Wednesday,7,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,58,4,0
2023-09-24,14,6,Sunday,9,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,5,1
2023-09-30,11,5,Saturday,9,Moi Teaching & Referral Hospital,Eldoret,Maternity,40,5,1
2023-02-03,10,4,Friday,2,Coast General Hospital,Mombasa,Outpatient,127,3,0
2024-11-16,14,5,Saturday,11,Moi Teaching & Referral Hospital,Eldoret,General Surgery,38,3,1
2023-04-15,10,5,Saturday,4,Coast General Hospital,Mombasa,Maternity,36,5,1
2024-03-26,17,1,Tuesday,3,Moi Teaching & Referral Hospital,Eldoret,Maternity,47,3,0
2024-04-13,13,5,Saturday,4,Pumwani Maternity Hospital,Nairobi,Pediatrics,62,4,1
2023-08-11,17,4,Friday,8,Coast General Hospital,Mombasa,Maternity,43,3,0
2023-11-30,9,3,Thursday,11,Pumwani Maternity Hospital,Nairobi,General Surgery,116,4,0
2024-09-21,9,5,Saturday,9,Moi Teaching & Referral Hospital,Eldoret,Maternity,50,3,1
2024-03-13,15,2,Wednesday,3,Coast General Hospital,Mombasa,Outpatient,76,4,0
2023-11-07,9,1,Tuesday,11,Coast General Hospital,Mombasa,Maternity,132,1,0
2023-06-20,10,1,Tuesday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,49,5,0
2024-07-07,9,6,Sunday,7,Coast General Hospital,Mombasa,Casualty/Emergency,11,5,1
2024-03-03,8,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,26,4,1
2023-06-15,15,3,Thursday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,65,2,0
2024-08-07,10,2,Wednesday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,54,4,0
2024-09-17,14,1,Tuesday,9,Kenyatta National Hospital,Nairobi,Maternity,76,3,0
2024-09-10,15,1,Tuesday,9,Coast General Hospital,Mombasa,Pediatrics,85,2,0
2023-07-11,12,1,Tuesday,7,Moi Teaching & Referral Hospital,Eldoret,Outpatient,142,1,0
2023-02-26,10,6,Sunday,2,Coast General Hospital,Mombasa,Pediatrics,35,5,1
2024-05-24,14,4,Friday,5,Pumwani Maternity Hospital,Nairobi,Pediatrics,135,3,0
2023-12-01,8,4,Friday,12,Coast General Hospital,Mombasa,General Surgery,175,1,0
2023-05-14,8,6,Sunday,5,Kenyatta National Hospital,Nairobi,Maternity,10,5,1
2024-02-11,14,6,Sunday,2,Kenyatta National Hospital,Nairobi,General Surgery,30,3,1
2023-06-27,7,1,Tuesday,6,Kenyatta National Hospital,Nairobi,Casualty/Emergency,30,5,0
2024-05-15,12,2,Wednesday,5,Moi Teaching & Referral Hospital,Eldoret,General Surgery,153,3,0
2024-06-02,15,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,9,4,1
2024-12-10,14,1,Tuesday,12,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,182,2,0
2023-07-09,9,6,Sunday,7,Coast General Hospital,Mombasa,Pediatrics,37,3,1
2023-02-11,9,5,Saturday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,26,4,1
2024-02-02,13,4,Friday,2,Coast General Hospital,Mombasa,General Surgery,199,2,0
2023-04-23,11,6,Sunday,4,Mama Lucy Kibaki Hospital,Nairobi,Maternity,29,4,1
2024-08-07,16,2,Wednesday,8,Kenyatta National Hospital,Nairobi,Outpatient,38,3,0
2024-10-20,12,6,Sunday,10,Coast General Hospital,Mombasa,Casualty/Emergency,14,4,1
2023-04-05,9,2,Wednesday,4,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,47,5,0
2024-06-07,9,4,Friday,6,Coast General Hospital,Mombasa,Maternity,180,1,0
2024-08-13,10,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,Outpatient,96,2,0
2024-12-04,12,2,Wednesday,12,Kenyatta National Hospital,Nairobi,General Surgery,126,1,0
2023-05-29,10,0,Monday,5,Pumwani Maternity Hospital,Nairobi,Maternity,123,1,0
